Time(year-month-day h:m:s);Total solar irradiance (W/m2);Direct normal irradiance (W/m2);Global horizontal irradiance (W/m2);Air temperature  (°C) ;Atmosphere (hpa);Relative humidity (%);Power (MW);;
2019-11-23 03:45:00;0,00 ;0,00 ;0,00 ;14,48 ;831,92 ;54,33 ;0,00 ;;
2019-11-23 04:00:00;0,00 ;0,00 ;0,00 ;13,85 ;832,03 ;56,33 ;0,00 ;;
2019-11-23 04:15:00;0,00 ;0,00 ;0,00 ;13,39 ;831,96 ;58,82 ;0,00 ;;
2019-11-23 04:30:00;0,00 ;0,00 ;0,00 ;12,95 ;831,90 ;60,73 ;0,00 ;;
2019-11-23 04:45:00;0,00 ;0,00 ;0,00 ;13,09 ;831,90 ;59,71 ;0,00 ;;
2019-11-23 05:00:00;0,00 ;0,00 ;0,00 ;13,18 ;831,98 ;59,26 ;0,00 ;;
2019-11-23 05:15:00;0,00 ;0,00 ;0,00 ;12,95 ;832,10 ;60,13 ;0,00 ;;
2019-11-23 05:30:00;0,00 ;0,00 ;0,00 ;12,72 ;832,17 ;61,27 ;0,00 ;;
2019-11-23 05:45:00;0,00 ;0,00 ;0,00 ;12,51 ;832,24 ;62,02 ;0,00 ;;
2019-11-23 06:00:00;0,00 ;0,00 ;0,00 ;12,03 ;832,38 ;63,78 ;0,00 ;;
2019-11-23 06:15:00;0,00 ;0,00 ;0,00 ;11,97 ;832,58 ;64,71 ;0,00 ;;
2019-11-23 06:30:00;0,00 ;0,00 ;0,00 ;11,84 ;832,79 ;64,87 ;0,00 ;;
2019-11-23 06:45:00;0,00 ;0,00 ;0,00 ;11,27 ;833,04 ;68,01 ;0,00 ;;
2019-11-23 07:00:00;0,00 ;0,00 ;0,00 ;10,98 ;833,11 ;70,35 ;0,00 ;;
2019-11-23 07:15:00;0,00 ;0,00 ;0,00 ;10,86 ;833,34 ;71,02 ;0,00 ;;
2019-11-23 07:30:00;0,00 ;0,00 ;0,00 ;10,84 ;833,41 ;71,71 ;0,00 ;;
2019-11-23 07:45:00;1,47 ;0,27 ;0,00 ;11,12 ;833,64 ;70,64 ;0,01 ;;
2019-11-23 08:00:00;12,47 ;2,27 ;4,60 ;10,79 ;833,78 ;72,10 ;0,37 ;;
2019-11-23 08:15:00;123,93 ;163,00 ;32,40 ;11,26 ;833,98 ;70,66 ;1,81 ;;
2019-11-23 08:30:00;240,27 ;30,20 ;84,60 ;12,63 ;834,11 ;67,02 ;3,76 ;;
2019-11-23 08:45:00;342,53 ;20,67 ;133,13 ;13,57 ;834,20 ;63,04 ;5,96 ;;
2019-11-23 09:00:00;442,27 ;174,27 ;136,00 ;13,99 ;834,21 ;62,78 ;8,32 ;;
2019-11-23 09:15:00;523,20 ;451,80 ;86,73 ;14,15 ;834,36 ;61,71 ;9,07 ;;
2019-11-23 09:30:00;582,67 ;395,07 ;144,73 ;14,21 ;834,45 ;61,06 ;0,00 ;;
2019-11-23 09:45:00;631,87 ;725,53 ;53,13 ;13,85 ;834,54 ;62,03 ;0,00 ;;
2019-11-23 10:00:00;674,27 ;779,20 ;63,00 ;13,94 ;834,75 ;61,25 ;0,00 ;;
2019-11-23 10:15:00;721,33 ;824,33 ;72,73 ;13,97 ;834,84 ;63,19 ;0,00 ;;
2019-11-23 10:30:00;775,33 ;853,27 ;81,00 ;14,03 ;834,97 ;64,01 ;0,00 ;;
2019-11-23 10:45:00;833,13 ;866,20 ;87,73 ;15,23 ;834,86 ;60,00 ;0,00 ;;
2019-11-23 11:00:00;889,20 ;876,07 ;93,80 ;15,42 ;834,87 ;59,41 ;0,00 ;;
2019-11-23 11:15:00;927,33 ;876,80 ;98,47 ;16,36 ;834,80 ;57,28 ;0,00 ;;
2019-11-23 11:30:00;957,33 ;876,67 ;102,33 ;16,37 ;834,80 ;56,44 ;0,00 ;;
2019-11-23 11:45:00;986,13 ;875,73 ;105,60 ;16,31 ;834,72 ;57,10 ;0,00 ;;
2019-11-23 12:00:00;971,47 ;841,47 ;104,40 ;16,89 ;834,51 ;56,29 ;0,00 ;;
2019-11-23 12:15:00;1015,27 ;852,60 ;108,00 ;17,45 ;834,14 ;54,25 ;0,00 ;;
2019-11-23 12:30:00;1003,80 ;833,80 ;107,07 ;17,84 ;833,81 ;53,35 ;0,00 ;;
2019-11-23 12:45:00;1022,87 ;846,60 ;110,13 ;18,63 ;833,56 ;50,74 ;0,00 ;;
2019-11-23 13:00:00;1034,33 ;868,80 ;113,13 ;18,83 ;833,26 ;49,47 ;0,00 ;;
2019-11-23 13:15:00;1086,87 ;963,53 ;125,40 ;19,02 ;832,86 ;48,23 ;0,00 ;;
2019-11-23 13:30:00;1057,93 ;853,00 ;111,20 ;19,53 ;832,57 ;45,67 ;0,00 ;;
2019-11-23 13:45:00;1052,53 ;841,93 ;108,40 ;20,23 ;832,26 ;41,94 ;0,00 ;;
2019-11-23 14:00:00;1093,73 ;897,40 ;112,87 ;20,09 ;832,05 ;42,31 ;0,00 ;;
2019-11-23 14:15:00;1030,33 ;874,13 ;107,80 ;20,48 ;831,86 ;42,76 ;0,00 ;;
2019-11-23 14:30:00;997,20 ;865,27 ;103,60 ;20,85 ;831,57 ;41,87 ;0,00 ;;
2019-11-23 14:45:00;979,20 ;885,07 ;102,40 ;21,32 ;831,30 ;40,01 ;0,00 ;;
2019-11-23 15:00:00;937,73 ;887,20 ;98,47 ;21,19 ;831,23 ;40,61 ;0,00 ;;
2019-11-23 15:15:00;894,67 ;885,20 ;93,73 ;21,38 ;831,12 ;39,68 ;1,81 ;;
2019-11-23 15:30:00;846,87 ;875,60 ;87,47 ;21,86 ;831,00 ;39,12 ;6,29 ;;
2019-11-23 15:45:00;802,53 ;860,20 ;80,40 ;22,06 ;830,92 ;39,40 ;9,43 ;;
2019-11-23 16:00:00;758,80 ;835,40 ;72,47 ;22,09 ;830,65 ;38,84 ;10,75 ;;
2019-11-23 16:15:00;717,87 ;802,07 ;63,47 ;23,20 ;830,56 ;36,49 ;11,94 ;;
2019-11-23 16:30:00;656,07 ;728,80 ;52,00 ;23,63 ;830,49 ;35,55 ;12,97 ;;
2019-11-23 16:45:00;593,20 ;228,47 ;221,47 ;23,07 ;830,36 ;36,54 ;13,03 ;;
2019-11-23 17:00:00;540,67 ;0,00 ;241,80 ;22,61 ;830,23 ;37,91 ;11,24 ;;
2019-11-23 17:15:00;467,73 ;0,00 ;185,07 ;22,70 ;830,32 ;37,85 ;9,27 ;;
2019-11-23 17:30:00;367,07 ;0,00 ;134,73 ;22,50 ;830,49 ;37,89 ;6,94 ;;
2019-11-23 17:45:00;251,67 ;0,00 ;86,80 ;22,59 ;830,30 ;36,45 ;4,61 ;;
2019-11-23 18:00:00;142,80 ;0,93 ;43,80 ;22,18 ;830,24 ;37,99 ;2,51 ;;
2019-11-23 18:15:00;42,13 ;0,00 ;9,47 ;21,33 ;830,40 ;39,61 ;0,74 ;;
2019-11-23 18:30:00;0,00 ;0,00 ;0,00 ;20,25 ;830,47 ;42,73 ;0,00 ;;
2019-11-23 18:45:00;0,00 ;0,00 ;0,00 ;19,36 ;830,54 ;45,19 ;0,00 ;;
2019-11-23 19:00:00;0,00 ;0,00 ;0,00 ;19,18 ;830,67 ;45,61 ;0,00 ;;
2019-11-23 19:15:00;0,00 ;0,00 ;0,00 ;18,60 ;830,74 ;47,55 ;0,00 ;;
2019-11-23 19:30:00;0,00 ;0,00 ;0,00 ;18,19 ;830,95 ;48,95 ;0,00 ;;
2019-11-23 19:45:00;0,00 ;0,00 ;0,00 ;18,25 ;831,10 ;49,03 ;0,00 ;;
2019-11-23 20:00:00;0,00 ;0,00 ;0,00 ;18,47 ;831,10 ;48,13 ;0,00 ;;
2019-11-23 20:15:00;0,00 ;0,00 ;0,00 ;18,46 ;831,06 ;47,26 ;0,00 ;;
2019-11-23 20:30:00;0,00 ;0,00 ;0,00 ;18,48 ;831,08 ;46,95 ;0,00 ;;
2019-11-23 20:45:00;0,00 ;0,00 ;0,00 ;18,63 ;831,12 ;46,55 ;0,00 ;;
2019-11-23 21:00:00;0,00 ;0,00 ;0,00 ;18,61 ;831,01 ;47,11 ;0,00 ;;
2019-11-23 21:15:00;0,00 ;0,00 ;0,00 ;17,64 ;831,20 ;49,62 ;0,00 ;;
2019-11-23 21:30:00;0,00 ;0,00 ;0,00 ;17,17 ;831,29 ;51,39 ;0,00 ;;
2019-11-23 21:45:00;0,00 ;0,00 ;0,00 ;16,41 ;831,54 ;55,31 ;0,00 ;;
2019-11-23 22:00:00;0,00 ;0,00 ;0,00 ;16,17 ;831,75 ;56,01 ;0,00 ;;
2019-11-23 22:15:00;0,00 ;0,00 ;0,00 ;16,87 ;831,84 ;53,49 ;0,00 ;;
2019-11-23 22:30:00;0,00 ;0,00 ;0,00 ;16,82 ;831,75 ;53,73 ;0,00 ;;
2019-11-23 22:45:00;0,00 ;0,00 ;0,00 ;16,53 ;831,70 ;54,97 ;0,00 ;;
2019-11-23 23:00:00;0,00 ;0,00 ;0,00 ;16,53 ;831,63 ;54,91 ;0,00 ;;
2019-11-23 23:15:00;0,00 ;0,00 ;0,00 ;16,79 ;831,56 ;53,77 ;0,00 ;;
2019-11-23 23:30:00;0,00 ;0,00 ;0,00 ;17,13 ;831,34 ;52,31 ;0,00 ;;
2019-11-23 23:45:00;0,00 ;0,00 ;0,00 ;17,31 ;831,18 ;49,11 ;0,00 ;;
2019-11-24 00:00:00;0,00 ;0,00 ;0,00 ;17,00 ;831,36 ;50,98 ;0,00 ;;
2019-11-24 00:15:00;0,00 ;0,00 ;0,00 ;15,59 ;831,54 ;58,87 ;0,00 ;;
2019-11-24 00:30:00;0,00 ;0,00 ;0,00 ;15,13 ;831,67 ;60,31 ;0,00 ;;
2019-11-24 00:45:00;0,00 ;0,00 ;0,00 ;15,54 ;831,70 ;59,72 ;0,00 ;;
2019-11-24 01:00:00;0,00 ;0,00 ;0,00 ;15,33 ;831,70 ;59,84 ;0,00 ;;
2019-11-24 01:15:00;0,00 ;0,00 ;0,00 ;15,77 ;831,70 ;56,56 ;0,00 ;;
2019-11-24 01:30:00;0,00 ;0,00 ;0,00 ;15,87 ;831,55 ;55,43 ;0,00 ;;
2019-11-24 01:45:00;0,00 ;0,00 ;0,00 ;15,75 ;831,46 ;55,55 ;0,00 ;;
2019-11-24 02:00:00;0,00 ;0,00 ;0,00 ;15,74 ;831,40 ;54,38 ;0,00 ;;
2019-11-24 02:15:00;0,00 ;0,00 ;0,00 ;15,63 ;831,44 ;53,99 ;0,00 ;;
2019-11-24 02:30:00;0,00 ;0,00 ;0,00 ;15,37 ;831,28 ;54,89 ;0,00 ;;
2019-11-24 02:45:00;0,00 ;0,00 ;0,00 ;14,82 ;831,16 ;56,60 ;0,00 ;;
2019-11-24 03:00:00;0,00 ;0,00 ;0,00 ;15,20 ;831,03 ;54,04 ;0,00 ;;
2019-11-24 03:15:00;0,00 ;0,00 ;0,00 ;15,17 ;831,10 ;53,58 ;0,00 ;;
2019-11-24 03:30:00;0,00 ;0,00 ;0,00 ;14,76 ;831,24 ;55,02 ;0,00 ;;
2019-11-24 03:45:00;0,00 ;0,00 ;0,00 ;14,98 ;831,20 ;53,94 ;0,00 ;;
2019-11-24 04:00:00;0,00 ;0,00 ;0,00 ;14,77 ;831,19 ;54,42 ;0,00 ;;
2019-11-24 04:15:00;0,00 ;0,00 ;0,00 ;14,58 ;831,10 ;55,11 ;0,00 ;;
2019-11-24 04:30:00;0,00 ;0,00 ;0,00 ;14,29 ;831,01 ;56,36 ;0,00 ;;
2019-11-24 04:45:00;0,00 ;0,00 ;0,00 ;14,42 ;830,80 ;55,58 ;0,00 ;;
2019-11-24 05:00:00;0,00 ;0,00 ;0,00 ;14,54 ;830,94 ;54,89 ;0,00 ;;
2019-11-24 05:15:00;0,00 ;0,00 ;0,00 ;14,59 ;830,94 ;54,49 ;0,00 ;;
2019-11-24 05:30:00;0,00 ;0,00 ;0,00 ;14,52 ;831,15 ;54,69 ;0,00 ;;
2019-11-24 05:45:00;0,00 ;0,00 ;0,00 ;14,41 ;831,30 ;54,96 ;0,00 ;;
2019-11-24 06:00:00;0,00 ;0,00 ;0,00 ;14,36 ;831,37 ;54,76 ;0,00 ;;
2019-11-24 06:15:00;0,00 ;0,00 ;0,00 ;14,17 ;831,48 ;55,21 ;0,00 ;;
2019-11-24 06:30:00;0,00 ;0,00 ;0,00 ;14,24 ;831,62 ;54,37 ;0,00 ;;
2019-11-24 06:45:00;0,00 ;0,00 ;0,00 ;14,05 ;831,90 ;54,63 ;0,00 ;;
2019-11-24 07:00:00;0,00 ;0,00 ;0,00 ;13,98 ;831,98 ;54,44 ;0,00 ;;
2019-11-24 07:15:00;0,00 ;0,00 ;0,00 ;14,02 ;832,10 ;53,75 ;0,00 ;;
2019-11-24 07:30:00;0,00 ;0,00 ;0,00 ;14,01 ;832,25 ;53,37 ;0,00 ;;
2019-11-24 07:45:00;1,13 ;0,20 ;0,13 ;13,87 ;832,48 ;53,90 ;0,01 ;;
2019-11-24 08:00:00;14,73 ;2,20 ;7,20 ;13,97 ;832,69 ;53,49 ;0,38 ;;
2019-11-24 08:15:00;83,73 ;72,20 ;33,20 ;13,79 ;832,94 ;54,98 ;1,48 ;;
2019-11-24 08:30:00;161,67 ;54,47 ;70,07 ;14,25 ;833,09 ;54,66 ;2,96 ;;
2019-11-24 08:45:00;292,87 ;14,27 ;128,07 ;14,91 ;833,38 ;53,05 ;5,42 ;;
2019-11-24 09:00:00;447,53 ;215,53 ;151,20 ;15,71 ;833,51 ;51,75 ;8,64 ;;
2019-11-24 09:15:00;459,07 ;340,13 ;129,07 ;16,34 ;833,74 ;49,79 ;9,62 ;;
2019-11-24 09:30:00;481,00 ;296,07 ;164,20 ;16,85 ;833,88 ;48,41 ;10,74 ;;
2019-11-24 09:45:00;538,07 ;483,27 ;130,40 ;17,81 ;834,00 ;45,85 ;12,60 ;;
2019-11-24 10:00:00;543,33 ;590,07 ;103,93 ;16,01 ;834,15 ;51,87 ;13,57 ;;
2019-11-24 10:15:00;559,53 ;707,53 ;61,67 ;16,22 ;834,38 ;48,89 ;14,12 ;;
2019-11-24 10:30:00;507,33 ;558,27 ;88,93 ;16,13 ;834,57 ;53,75 ;13,31 ;;
2019-11-24 10:45:00;527,87 ;541,93 ;91,13 ;16,13 ;834,64 ;53,14 ;13,91 ;;
2019-11-24 11:00:00;692,33 ;740,53 ;79,53 ;16,73 ;834,77 ;48,80 ;18,23 ;;
2019-11-24 11:15:00;795,33 ;828,13 ;91,60 ;16,90 ;834,80 ;48,71 ;20,58 ;;
2019-11-24 11:30:00;826,00 ;847,73 ;97,87 ;17,24 ;834,79 ;47,67 ;21,50 ;;
2019-11-24 11:45:00;652,40 ;647,67 ;78,67 ;17,42 ;834,56 ;48,39 ;17,01 ;;
2019-11-24 12:00:00;665,60 ;627,00 ;76,93 ;17,37 ;834,56 ;49,07 ;17,84 ;;
2019-11-24 12:15:00;561,13 ;535,47 ;67,27 ;17,71 ;834,32 ;45,69 ;15,07 ;;
2019-11-24 12:30:00;655,80 ;588,27 ;75,47 ;17,95 ;834,19 ;44,86 ;17,90 ;;
2019-11-24 12:45:00;752,87 ;679,47 ;87,00 ;18,47 ;834,06 ;42,90 ;20,22 ;;
2019-11-24 13:00:00;851,40 ;767,73 ;100,33 ;19,09 ;833,91 ;40,91 ;21,63 ;;
2019-11-24 13:15:00;894,73 ;792,60 ;102,73 ;18,85 ;833,70 ;41,76 ;22,83 ;;
2019-11-24 13:30:00;800,27 ;650,93 ;98,40 ;19,49 ;833,40 ;39,25 ;20,16 ;;
2019-11-24 13:45:00;1000,07 ;822,20 ;103,93 ;19,79 ;833,12 ;39,07 ;24,93 ;;
2019-11-24 14:00:00;1091,07 ;905,93 ;113,67 ;20,45 ;832,91 ;37,87 ;26,32 ;;
2019-11-24 14:15:00;1015,13 ;864,07 ;106,27 ;20,01 ;832,66 ;37,21 ;24,72 ;;
2019-11-24 14:30:00;986,93 ;881,87 ;105,53 ;20,51 ;832,53 ;35,58 ;24,37 ;;
2019-11-24 14:45:00;927,27 ;852,13 ;99,20 ;20,97 ;832,42 ;34,33 ;22,81 ;;
2019-11-24 15:00:00;716,87 ;693,87 ;77,13 ;20,59 ;832,29 ;34,71 ;17,96 ;;
2019-11-24 15:15:00;892,73 ;895,60 ;94,00 ;20,63 ;832,16 ;34,32 ;22,17 ;;
2019-11-24 15:30:00;810,67 ;854,27 ;85,60 ;21,21 ;832,02 ;32,93 ;19,85 ;;
2019-11-24 15:45:00;719,80 ;773,40 ;73,60 ;21,27 ;831,90 ;32,85 ;17,44 ;;
2019-11-24 16:00:00;656,40 ;706,40 ;91,73 ;20,93 ;831,90 ;33,41 ;16,55 ;;
2019-11-24 16:15:00;718,60 ;814,73 ;64,13 ;21,19 ;831,90 ;32,34 ;16,94 ;;
2019-11-24 16:30:00;648,33 ;727,53 ;51,60 ;21,85 ;831,89 ;30,91 ;14,82 ;;
2019-11-24 16:45:00;589,33 ;332,60 ;167,47 ;21,76 ;831,76 ;31,41 ;12,96 ;;
2019-11-24 17:00:00;431,27 ;3,00 ;192,13 ;21,26 ;831,79 ;32,27 ;8,10 ;;
2019-11-24 17:15:00;85,93 ;19,93 ;45,13 ;20,15 ;832,00 ;34,93 ;2,35 ;;
2019-11-24 17:30:00;82,47 ;10,13 ;44,27 ;19,73 ;832,00 ;36,33 ;2,03 ;;
2019-11-24 17:45:00;210,00 ;1,33 ;80,80 ;20,39 ;832,04 ;35,13 ;3,98 ;;
2019-11-24 18:00:00;137,33 ;16,40 ;47,07 ;20,19 ;832,17 ;35,37 ;2,38 ;;
2019-11-24 18:15:00;35,87 ;0,00 ;9,13 ;19,98 ;832,18 ;35,79 ;0,56 ;;
2019-11-24 18:30:00;0,00 ;0,00 ;0,00 ;19,14 ;832,31 ;37,68 ;0,00 ;;
2019-11-24 18:45:00;0,00 ;0,00 ;0,00 ;18,72 ;832,54 ;38,29 ;0,00 ;;
2019-11-24 19:00:00;0,00 ;0,00 ;0,00 ;18,58 ;832,83 ;38,61 ;0,00 ;;
2019-11-24 19:15:00;0,00 ;0,00 ;0,00 ;18,47 ;833,00 ;39,46 ;0,00 ;;
2019-11-24 19:30:00;0,00 ;0,00 ;0,00 ;18,37 ;833,25 ;41,00 ;0,00 ;;
2019-11-24 19:45:00;0,00 ;0,00 ;0,00 ;18,21 ;833,70 ;42,43 ;0,00 ;;
2019-11-24 20:00:00;0,00 ;0,00 ;0,00 ;18,15 ;833,85 ;43,04 ;0,00 ;;
2019-11-24 20:15:00;0,00 ;0,00 ;0,00 ;17,94 ;834,08 ;44,01 ;0,00 ;;
2019-11-24 20:30:00;0,00 ;0,00 ;0,00 ;17,69 ;834,29 ;43,15 ;0,00 ;;
2019-11-24 20:45:00;0,00 ;0,00 ;0,00 ;17,97 ;834,62 ;42,08 ;0,00 ;;
2019-11-24 21:00:00;0,00 ;0,00 ;0,00 ;17,88 ;834,95 ;41,99 ;0,00 ;;
2019-11-24 21:15:00;0,00 ;0,00 ;0,00 ;17,87 ;835,04 ;41,40 ;0,00 ;;
2019-11-24 21:30:00;0,00 ;0,00 ;0,00 ;17,79 ;835,19 ;40,66 ;0,00 ;;
2019-11-24 21:45:00;0,00 ;0,00 ;0,00 ;17,84 ;835,58 ;41,90 ;0,00 ;;
2019-11-24 22:00:00;0,00 ;0,00 ;0,00 ;17,51 ;835,85 ;43,74 ;0,00 ;;
2019-11-24 22:15:00;0,00 ;0,00 ;0,00 ;17,49 ;836,04 ;43,76 ;0,00 ;;
2019-11-24 22:30:00;0,00 ;0,00 ;0,00 ;17,26 ;836,26 ;44,63 ;0,00 ;;
2019-11-24 22:45:00;0,00 ;0,00 ;0,00 ;17,17 ;836,54 ;45,26 ;0,00 ;;
2019-11-24 23:00:00;0,00 ;0,00 ;0,00 ;16,94 ;836,53 ;46,51 ;0,00 ;;
2019-11-24 23:15:00;0,00 ;0,00 ;0,00 ;16,79 ;836,64 ;47,79 ;0,00 ;;
2019-11-24 23:30:00;0,00 ;0,00 ;0,00 ;16,53 ;836,71 ;49,31 ;0,00 ;;
2019-11-24 23:45:00;0,00 ;0,00 ;0,00 ;16,44 ;836,88 ;50,19 ;0,00 ;;
2019-11-25 00:00:00;0,00 ;0,00 ;0,00 ;16,35 ;837,00 ;50,61 ;0,00 ;;
2019-11-25 00:15:00;0,00 ;0,00 ;0,00 ;16,25 ;837,00 ;51,33 ;0,00 ;;
2019-11-25 00:30:00;0,00 ;0,00 ;0,00 ;16,23 ;837,08 ;51,84 ;0,00 ;;
2019-11-25 00:45:00;0,00 ;0,00 ;0,00 ;16,11 ;837,24 ;52,21 ;0,00 ;;
2019-11-25 01:00:00;0,00 ;0,00 ;0,00 ;15,85 ;837,23 ;53,56 ;0,00 ;;
2019-11-25 01:15:00;0,00 ;0,00 ;0,00 ;15,80 ;837,30 ;53,80 ;0,00 ;;
2019-11-25 01:30:00;0,00 ;0,00 ;0,00 ;15,67 ;837,17 ;54,37 ;0,00 ;;
2019-11-25 01:45:00;0,00 ;0,00 ;0,00 ;15,46 ;837,40 ;55,16 ;0,00 ;;
2019-11-25 02:00:00;0,00 ;0,00 ;0,00 ;15,18 ;837,52 ;56,11 ;0,00 ;;
2019-11-25 02:15:00;0,00 ;0,00 ;0,00 ;14,96 ;837,32 ;57,00 ;0,00 ;;
2019-11-25 02:30:00;0,00 ;0,00 ;0,00 ;14,78 ;837,43 ;57,53 ;0,00 ;;
2019-11-25 02:45:00;0,00 ;0,00 ;0,00 ;14,67 ;837,42 ;57,81 ;0,00 ;;
2019-11-25 03:00:00;0,00 ;0,00 ;0,00 ;14,48 ;837,38 ;58,21 ;0,00 ;;
2019-11-25 03:15:00;0,00 ;0,00 ;0,00 ;14,33 ;837,50 ;58,52 ;0,00 ;;
2019-11-25 03:30:00;0,00 ;0,00 ;0,00 ;14,30 ;837,35 ;57,99 ;0,00 ;;
2019-11-25 03:45:00;0,00 ;0,00 ;0,00 ;14,21 ;837,38 ;58,09 ;0,00 ;;
2019-11-25 04:00:00;0,00 ;0,00 ;0,00 ;14,09 ;837,49 ;58,25 ;0,00 ;;
2019-11-25 04:15:00;0,00 ;0,00 ;0,00 ;13,99 ;837,30 ;58,45 ;0,00 ;;
2019-11-25 04:30:00;0,00 ;0,00 ;0,00 ;13,86 ;837,37 ;58,77 ;0,00 ;;
2019-11-25 04:45:00;0,00 ;0,00 ;0,00 ;13,39 ;837,40 ;60,78 ;0,00 ;;
2019-11-25 05:00:00;0,00 ;0,00 ;0,00 ;13,41 ;837,33 ;60,66 ;0,00 ;;
2019-11-25 05:15:00;0,00 ;0,00 ;0,00 ;13,34 ;837,32 ;60,82 ;0,00 ;;
2019-11-25 05:30:00;0,00 ;0,00 ;0,00 ;13,14 ;837,28 ;61,59 ;0,00 ;;
2019-11-25 05:45:00;0,00 ;0,00 ;0,00 ;12,81 ;837,40 ;62,57 ;0,00 ;;
2019-11-25 06:00:00;0,00 ;0,00 ;0,00 ;12,46 ;837,47 ;63,71 ;0,00 ;;
2019-11-25 06:15:00;0,00 ;0,00 ;0,00 ;12,27 ;837,62 ;64,39 ;0,00 ;;
2019-11-25 06:30:00;0,00 ;0,00 ;0,00 ;12,25 ;837,88 ;64,45 ;0,00 ;;
2019-11-25 06:45:00;0,00 ;0,00 ;0,00 ;11,97 ;838,00 ;65,40 ;0,00 ;;
2019-11-25 07:00:00;0,00 ;0,00 ;0,00 ;11,87 ;838,07 ;66,35 ;0,00 ;;
2019-11-25 07:15:00;0,00 ;0,00 ;0,00 ;11,91 ;838,08 ;66,51 ;0,00 ;;
2019-11-25 07:30:00;0,00 ;0,00 ;0,00 ;12,23 ;838,28 ;65,11 ;0,00 ;;
2019-11-25 07:45:00;0,00 ;0,00 ;0,00 ;12,47 ;838,48 ;64,11 ;0,00 ;;
2019-11-25 08:00:00;4,07 ;1,67 ;2,20 ;12,53 ;838,61 ;64,24 ;0,01 ;;
2019-11-25 08:15:00;11,40 ;3,27 ;8,53 ;12,66 ;838,74 ;64,17 ;0,25 ;;
2019-11-25 08:30:00;33,67 ;10,47 ;25,87 ;12,86 ;838,95 ;63,83 ;0,95 ;;
2019-11-25 08:45:00;57,67 ;59,20 ;47,93 ;12,95 ;839,08 ;63,45 ;1,68 ;;
2019-11-25 09:00:00;68,20 ;56,67 ;55,93 ;13,22 ;839,28 ;62,10 ;1,99 ;;
2019-11-25 09:15:00;86,40 ;57,67 ;71,33 ;13,57 ;839,44 ;60,99 ;2,58 ;;
2019-11-25 09:30:00;119,27 ;60,20 ;99,20 ;13,62 ;839,51 ;62,05 ;3,59 ;;
2019-11-25 09:45:00;146,13 ;70,27 ;118,73 ;13,98 ;839,64 ;60,92 ;4,36 ;;
2019-11-25 10:00:00;190,60 ;75,60 ;153,33 ;13,95 ;839,85 ;61,05 ;5,64 ;;
2019-11-25 10:15:00;201,27 ;81,40 ;165,67 ;13,81 ;839,94 ;61,99 ;6,05 ;;
2019-11-25 10:30:00;203,67 ;82,20 ;170,53 ;14,09 ;839,99 ;61,77 ;6,25 ;;
2019-11-25 10:45:00;177,27 ;65,47 ;156,53 ;14,27 ;839,94 ;61,38 ;5,61 ;;
2019-11-25 11:00:00;180,60 ;59,07 ;146,00 ;13,92 ;839,99 ;62,07 ;5,55 ;;
2019-11-25 11:15:00;136,53 ;46,07 ;116,53 ;13,87 ;839,90 ;62,25 ;4,30 ;;
2019-11-25 11:30:00;207,53 ;58,47 ;162,73 ;13,99 ;839,82 ;61,75 ;6,23 ;;
2019-11-25 11:45:00;230,20 ;57,87 ;176,93 ;14,67 ;839,62 ;60,27 ;6,88 ;;
2019-11-25 12:00:00;306,13 ;83,73 ;239,60 ;14,85 ;839,41 ;59,82 ;9,11 ;;
2019-11-25 12:15:00;375,40 ;194,47 ;218,53 ;15,51 ;839,06 ;58,51 ;11,09 ;;
2019-11-25 12:30:00;723,13 ;707,67 ;87,67 ;16,29 ;838,91 ;56,83 ;19,59 ;;
2019-11-25 12:45:00;1145,07 ;1035,47 ;131,80 ;18,00 ;838,52 ;52,11 ;28,05 ;;
2019-11-25 13:00:00;987,80 ;833,40 ;111,47 ;18,09 ;838,24 ;51,22 ;22,19 ;;
2019-11-25 13:15:00;1121,87 ;1013,60 ;135,53 ;18,29 ;837,92 ;50,49 ;21,02 ;;
2019-11-25 13:30:00;528,47 ;510,07 ;64,33 ;17,69 ;837,49 ;52,44 ;14,83 ;;
2019-11-25 13:45:00;431,40 ;231,47 ;210,87 ;17,51 ;837,08 ;53,56 ;12,13 ;;
2019-11-25 14:00:00;627,60 ;577,53 ;108,47 ;17,74 ;836,67 ;53,21 ;17,28 ;;
2019-11-25 14:15:00;852,20 ;782,13 ;96,40 ;18,67 ;836,42 ;50,91 ;23,58 ;;
2019-11-25 14:30:00;981,67 ;840,33 ;103,47 ;19,31 ;836,13 ;48,61 ;23,81 ;;
2019-11-25 14:45:00;822,60 ;689,80 ;151,33 ;19,30 ;835,76 ;48,71 ;19,89 ;;
2019-11-25 15:00:00;946,20 ;912,13 ;113,40 ;19,95 ;835,54 ;46,13 ;22,49 ;;
2019-11-25 15:15:00;505,13 ;393,07 ;156,67 ;19,34 ;835,30 ;47,47 ;14,65 ;;
2019-11-25 15:30:00;420,80 ;231,80 ;205,67 ;19,53 ;835,15 ;46,70 ;12,79 ;;
2019-11-25 15:45:00;614,40 ;576,07 ;141,60 ;19,53 ;834,92 ;47,59 ;16,52 ;;
2019-11-25 16:00:00;752,40 ;847,27 ;104,40 ;20,39 ;834,65 ;45,37 ;18,73 ;;
2019-11-25 16:15:00;674,13 ;767,27 ;88,13 ;20,20 ;834,42 ;44,68 ;15,31 ;;
